Entity,Year,Book titles per capita (Fink-Jensen 2015)
Netherlands,1788,506.4174523
Netherlands,1789,384.1479519
Netherlands,1790,473.1364629
Netherlands,1791,446.4998409
Netherlands,1792,423.8611253
Netherlands,1793,526.6807301
Netherlands,1794,509.0186066
Netherlands,1795,947.2609647
Netherlands,1796,652.6521386
Netherlands,1797,556.1081262
Netherlands,1798,486.2605733
Netherlands,1799,544.9100709
Netherlands,1800,502.4782193
Netherlands,1801,608.9212711
Netherlands,1802,652.0053233
Netherlands,1803,714.2378431
Netherlands,1804,616.1019464
Netherlands,1805,699.8764924
Netherlands,1806,649.1330531
Netherlands,1807,624.7187569
Netherlands,1808,551.9545798
Netherlands,1809,583.0708398
Netherlands,1810,616.3356461
Netherlands,1811,385.2097788
Netherlands,1812,250.3863562
Netherlands,1813,313.6708199
Netherlands,1814,627.3416398
Netherlands,1815,634.2203859
Netherlands,1816,557.1784301
Netherlands,1817,570.9359222
Netherlands,1818,582.859082
Netherlands,1819,547.0896025
Netherlands,1820,576.0822975
Netherlands,1821,474.4186047
Netherlands,1822,490
Netherlands,1823,482.9568789
Netherlands,1824,483.8318513
Netherlands,1825,611.3762928
Netherlands,1826,469.9174204
Netherlands,1827,441.233893
Netherlands,1828,487.8143133
Netherlands,1829,493.1034483
Netherlands,1830,740.220281
Netherlands,1831,610.2525443
Netherlands,1832,580.8630394
Netherlands,1833,494.2228848
Netherlands,1834,521.2412264
Netherlands,1835,563.3235725
Netherlands,1836,538.0159305
Netherlands,1837,504.120387
Netherlands,1838,485.2889046
Netherlands,1839,534.8755696
Netherlands,1840,681.9126819
Netherlands,1841,550.8387539
Netherlands,1842,536.9241192
Netherlands,1843,556.1891983
Netherlands,1844,497.013935
Netherlands,1845,621.2668198
Netherlands,1846,556.5330727
Netherlands,1847,536.9586454
Netherlands,1848,642.8804171
Netherlands,1849,610.5331599
Netherlands,1850,875.726275
Netherlands,1851,612.8311523
Netherlands,1852,598.3580676
Netherlands,1853,745.773325
Netherlands,1854,674.9533872
Netherlands,1855,723.6476043
Netherlands,1856,685.5210575
Netherlands,1857,646.0176991
Netherlands,1858,628.7188828
Netherlands,1859,603.8135593
Netherlands,1860,870.1024714
Netherlands,1861,648.8023952
Netherlands,1862,647.9500891
Netherlands,1863,713.5707978
Netherlands,1864,644.4185369
Netherlands,1865,728.0346821
Netherlands,1866,638.9207807
Netherlands,1867,659.8290598
Netherlands,1868,668.3601468
Netherlands,1869,608.951049
Netherlands,1870,844.3213296
Netherlands,1871,595.709571
Netherlands,1872,673.1294375
Netherlands,1873,614.986376
Netherlands,1874,614.953271
Netherlands,1875,732.312566
Netherlands,1876,597.3382046
Netherlands,1877,577.9036827
Netherlands,1878,600.9389671
Netherlands,1879,582.5388861
Netherlands,1880,783.5765521
Netherlands,1881,573.6700172
Netherlands,1882,564.6489104
Netherlands,1883,563.8755981
Netherlands,1884,569.0960719
Netherlands,1885,592.3760524
Netherlands,1886,571.197411
Netherlands,1887,567.839196
Netherlands,1888,583.7093863
Netherlands,1889,555.6298774
Netherlands,1890,799.3384785
Netherlands,1891,556.3794984
Netherlands,1892,578.1519862
Netherlands,1893,560.8454313
Netherlands,1894,581.0668353
Netherlands,1895,668.5404955
Netherlands,1896,595.1500206
Netherlands,1897,589.260385
Netherlands,1898,644.6132321
Netherlands,1899,581.4595661
Netherlands,1900,1010.112797
Netherlands,1901,585.1369469
Netherlands,1902,614.8916117
Netherlands,1903,625.5334942
Netherlands,1904,666.7276051
Netherlands,1905,755.3593947
Netherlands,1906,681.8181818
Netherlands,1907,705.6042032
Netherlands,1908,718.8040097
Netherlands,1909,736.608666
Netherlands,1910,970.2803107
Netherlands,1911,702.540107
Netherlands,1912,801.087673
Netherlands,1913,805.9701493
Netherlands,1914,633.1049865
Netherlands,1915,740.1094605
Netherlands,1916,695.6721915
Netherlands,1917,685.0015029
Netherlands,1918,688.5367299
Netherlands,1919,648.4937546
Netherlands,1920,881.4252336
Netherlands,1921,588.3542841
Netherlands,1922,629.9772469
Netherlands,1923,675.8041958
Netherlands,1924,692.4559471
Netherlands,1925,835.8674993
Netherlands,1926,712.0867354
Netherlands,1927,714.0971489
Netherlands,1928,775.3613752
Netherlands,1929,749.2932408
Netherlands,1930,1096.01725
Netherlands,1931,737.8422303
Netherlands,1932,751.9389388
Netherlands,1933,743.9601797
Netherlands,1934,748.1117372
Netherlands,1935,911.5484942
Netherlands,1936,787.2240488
Netherlands,1937,803.0003489
Netherlands,1938,858.6067933
Netherlands,1939,822.705534
Netherlands,1940,776.6640387
Netherlands,1941,734.9988847
Netherlands,1942,466.4897147
Netherlands,1943,432.0553664
Netherlands,1944,402.3978202
Netherlands,1945,598.0349816
Netherlands,1946,863.327674
Netherlands,1947,852.5441329
Netherlands,1948,942.1428571
Netherlands,1949,845.1185215
Netherlands,1950,1142.924719
Netherlands,1951,759.4274959
Netherlands,1952,808.7083129
Netherlands,1953,807.9530484
Netherlands,1954,827.2902148
Netherlands,1955,943.8330505
Netherlands,1956,851.7495671
Netherlands,1957,841.9805479
Netherlands,1958,857.0758143
Netherlands,1959,875.0718982
Netherlands,1960,1118.57914
Netherlands,1961,898.810719
Netherlands,1962,972.2431279
Netherlands,1963,978.0238386
Netherlands,1964,1018.048803
Netherlands,1965,1100.065083
Netherlands,1966,1071.15329
Netherlands,1967,1144.177476
Netherlands,1968,1223.370647
Netherlands,1969,1263.963334
Netherlands,1970,1450.392428
Netherlands,1971,1328.277818
Netherlands,1972,1396.637358
Netherlands,1973,1437.149828
Netherlands,1974,1649.190316
Netherlands,1975,1847.6665
Netherlands,1976,1946.998503
Netherlands,1977,2036.600188
Netherlands,1978,2125.387303
Netherlands,1979,2297.362467
Netherlands,1980,2503.199082
Netherlands,1981,2441.027684
Netherlands,1982,2539.481598
Netherlands,1983,2552.710445
Netherlands,1984,2643.823983
Netherlands,1985,2787.864234
Netherlands,1986,2763.268282
Netherlands,1987,2825.176584
Netherlands,1988,2973.442992
Netherlands,1989,2940.822513
Netherlands,1990,3041.29817
Netherlands,1991,3122.017334
Netherlands,1992,3174.457983
Netherlands,1993,3314.644337
Netherlands,1994,3384.236765
Netherlands,1995,3401.566487
Netherlands,1996,3313.667756
Netherlands,1997,3121.60674
Netherlands,1998,3197.730543
Netherlands,1999,3121.324227
Netherlands,2000,3074.519233
Netherlands,2001,2944.4771
Netherlands,2002,2980.184
Netherlands,2003,2790.93311
Netherlands,2004,2936.476017
Netherlands,2005,2721.439859
Netherlands,2006,2674.656903
Netherlands,2007,2621.447981
Netherlands,2008,2740.891685
Netherlands,2009,2628.858579
New Zealand,1949,148.0491716
New Zealand,1950,189.6966426
New Zealand,1951,171.5117011
New Zealand,1952,163.9267012
New Zealand,1953,175.8335364
New Zealand,1954,169.1530735
New Zealand,1955,305.6875676
New Zealand,1956,134.0501651
New Zealand,1957,157.4409697
New Zealand,1959,341.4664698
New Zealand,1960,511.8591957
New Zealand,1961,456.3300376
New Zealand,1962,487.0306001
New Zealand,1963,616.207921
New Zealand,1964,626.5552962
New Zealand,1965,572.640509
New Zealand,1966,600.5469666
New Zealand,1967,311.5664461
New Zealand,1968,508.5175788
New Zealand,1969,457.2350726
New Zealand,1970,558.6888492
New Zealand,1971,428.1292387
New Zealand,1972,414.8031819
New Zealand,1973,447.4818701
New Zealand,1974,522.4954224
New Zealand,1975,605.2344602
New Zealand,1976,581.8839086
New Zealand,1977,612.6575879
New Zealand,1978,656.7060459
New Zealand,1979,788.7377352
New Zealand,1980,899.0110878
New Zealand,1981,784.5045441
New Zealand,1982,915.1383276
New Zealand,1983,903.6218539
New Zealand,1984,1046.694967
Nigeria,1963,5.779426596
Nigeria,1964,3.406504551
Nigeria,1967,15.27028842
Nigeria,1968,19.14384346
Nigeria,1969,20.35560558
Nigeria,1971,21.29844735
Nigeria,1972,22.56487044
Nigeria,1973,21.67954606
Nigeria,1974,21.38388952
Nigeria,1975,20.55214486
Nigeria,1978,16.67058106
Nigeria,1980,30.95376364
Nigeria,1981,14.90610759
Nigeria,1982,20.95308174
Nigeria,1983,18.41955511
Nigeria,1984,22.1942068
Nigeria,1985,26.06922152
Nigeria,1987,26.30724851
Nigeria,1988,15.51867352
Nigeria,1989,15.56930122
Nigeria,1990,15.17539292
Nigeria,1991,15.60158454
Nigeria,1992,15.37022312
Nigeria,1994,9.436961835
Nigeria,1995,12.00382785
North Macedonia,1990,300.3178857
North Macedonia,1994,347.2807196
North Macedonia,1995,452.9059675
North Macedonia,1996,452.5387321
Norway,1801,73.73604136
Norway,1802,44.47570749
Norway,1803,42.13488078
Norway,1804,40.96446742
Norway,1805,46.8165342
Norway,1806,28.24434294
Norway,1807,44.06117499
Norway,1808,65.52687562
Norway,1809,71.17574421
Norway,1810,58.74823332
Norway,1811,66.65664934
Norway,1812,46.32072242
Norway,1813,55.35891216
Norway,1814,126.5346564
Norway,1815,122.0155615
Norway,1816,78.35051546
Norway,1817,96.90721649
Norway,1818,74.22680412
Norway,1819,43.29896907
Norway,1820,90.72164948
Norway,1821,70.12195122
Norway,1822,68.13627255
Norway,1823,74.03751234
Norway,1824,107.9766537
Norway,1825,66.09195402
Norway,1826,75.32956685
Norway,1827,95.45875811
Norway,1828,88.74656908
Norway,1829,101.0830325
Norway,1830,97.86476868
Norway,1831,96.74582234
Norway,1832,102.6086957
Norway,1833,122.9578676
Norway,1834,116.6950596
Norway,1835,137.2053872
Norway,1836,143.9267887
Norway,1837,147.446458
Norway,1838,129.0849673
Norway,1839,113.5442011
Norway,1840,157.9371475
Norway,1841,135.5661882
Norway,1842,146.3414634
Norway,1843,150.8553655
Norway,1844,149.7695853
Norway,1845,172.8582259
Norway,1846,142.1091997
Norway,1847,144.3375278
Norway,1848,159.9413059
Norway,1849,132.8976035
Norway,1850,206.1781609
Norway,1851,146.2029808
Norway,1852,156.4912281
Norway,1853,175.6944444
Norway,1854,168.8400824
Norway,1855,161.5956728
Norway,1856,227.1818787
Norway,1857,186.0618014
Norway,1858,186.6493843
Norway,1859,191.7197452
Norway,1860,243.1077694
Norway,1861,226.7657993
Norway,1862,212.6613399
Norway,1863,224.1798299
Norway,1864,174.4604317
Norway,1865,179.8816568
Norway,1866,213.8254247
Norway,1867,213.2867133
Norway,1868,226.7981439
Norway,1869,208.7912088
Norway,1870,299.7118156
Norway,1871,220.0573066
Norway,1872,231.9088319
Norway,1873,264.2897566
Norway,1874,269.209198
Norway,1875,290.6267332
Norway,1876,288.1355932
Norway,1877,303.4557235
Norway,1878,304.741609
Norway,1879,342.2712934
Norway,1880,417.4048984
Norway,1881,361.9344774
Norway,1882,359.8958333
Norway,1883,412.7149557
Norway,1884,449.4556765
Norway,1885,420.2674897
Norway,1886,436.6700715
Norway,1887,498.9847716
Norway,1888,451.6944866
Norway,1889,449.0927419
Norway,1890,586.3795694
Norway,1891,442.6229508
Norway,1892,451.1352419
Norway,1893,465.1619235
Norway,1894,442.8779776
Norway,1895,431.5890542
Norway,1896,466.3825758
Norway,1897,497.1988796
Norway,1898,467.3413063
Norway,1899,411.9782214
Norway,1900,830.941704
Norway,1901,381.3747228
Norway,1902,432.0879121
Norway,1903,421.3286713
Norway,1904,425.7727471
Norway,1905,446.5136423
Norway,1906,451.0564899
Norway,1907,465.0064405
Norway,1908,486.7860188
Norway,1909,476.9750739
Norway,1910,539.0100671
Norway,1911,490.2124115
Norway,1912,512.5877012
Norway,1913,475.275848
Norway,1914,577.6699029
Norway,1915,497.1977582
Norway,1916,454.0047581
Norway,1917,498.2359859
Norway,1918,522.1101629
Norway,1919,513.2539378
Norway,1920,640.6072106
Norway,1921,495.5022489
Norway,1922,543.5992579
Norway,1923,575.7464062
Norway,1924,565.04214
Norway,1925,549.326538
Norway,1926,527.325371
Norway,1927,568.6486486
Norway,1928,548.6535009
Norway,1929,631.4847943
Norway,1930,682.9355183
Norway,1931,494.6883853
Norway,1932,616.4672766
Norway,1933,637.1588523
Norway,1934,636.0473208
Norway,1935,642.0906888
Norway,1936,682.1625344
Norway,1937,675.2312436
Norway,1938,662.4659401
Norway,1939,728.8422478
Norway,1940,629.3306424
Norway,1941,718.729097
Norway,1942,691.591891
Norway,1943,674.1424802
Norway,1944,560.4575163
Norway,1945,793.594306
Norway,1946,857.6910777
Norway,1947,781.9905213
Norway,1948,792.8772259
Norway,1949,862.0902907
Norway,1950,962.9031161
Norway,1951,796.1476648
Norway,1952,873.2684883
Norway,1953,845.9073911
Norway,1954,828.1662555
Norway,1955,845.8284377
Norway,1956,867.3430459
Norway,1957,837.6437382
Norway,1958,846.1555274
Norway,1959,933.6164112
Norway,1960,1021.713435
Norway,1961,979.0016067
Norway,1962,1128.357075
Norway,1963,1029.035549
Norway,1964,1015.607934
Norway,1965,1111.154981
Norway,1966,1157.28037
Norway,1967,1257.257293
Norway,1968,1317.10458
Norway,1969,1490.27117
Norway,1970,1764.848792
Norway,1971,1652.558429
Norway,1972,1757.689542
Norway,1973,1779.270027
Norway,1974,1824.725024
Norway,1975,1870.580112
Norway,1976,1973.596625
Norway,1977,2047.633004
Norway,1978,2060.033937
Norway,1979,1978.87449
Norway,1980,2035.676348
Norway,1981,2038.928683
Norway,1982,2069.851975
Norway,1983,2114.604286
Norway,1984,2080.628585
Norway,1985,2107.205463
Norway,1986,2160.756646
Norway,1987,2385.726063
Norway,1988,2573.936217
Norway,1989,2934.354785
Norway,1990,3919.372108
Norway,1991,4171.307775
Norway,1992,4573.81408
Norway,1993,4618.081227
Norway,1994,4841.307944
Norway,1995,4951.709079
Norway,1996,4810.013154
Norway,1997,4998.102446
Norway,1998,4597.630619
Norway,1999,4353.654195
Norway,2000,4167.037664
Norway,2001,3826.634287
Norway,2002,3689.045154
Norway,2003,3817.008386
Norway,2004,3541.324193
Norway,2005,3607.849353
Norway,2006,3959.382496
Norway,2007,3755.24587
Norway,2008,3480.062363
Norway,2009,3276.764643
Peru,1584,7.48662956
Peru,1585,7.48662956
Peru,1586,7.48662956
Peru,1587,7.48662956
Peru,1588,7.48662956
Peru,1589,7.48662956
Peru,1590,7.48662956
Peru,1591,7.48662956
Peru,1592,7.48662956
Peru,1593,7.48662956
Peru,1594,7.48662956
Peru,1595,7.48662956
Peru,1596,7.48662956
Peru,1597,7.48662956
Peru,1598,7.48662956
Peru,1599,7.48662956
Peru,1600,7.48662956
Peru,1601,7.48662956
Peru,1602,7.48662956
Peru,1603,7.48662956
Peru,1604,7.48662956
Peru,1605,7.48662956
Peru,1606,7.48662956
Peru,1607,7.48662956
Peru,1608,7.48662956
Peru,1609,7.48662956
Peru,1610,7.48662956
Peru,1611,7.48662956
Peru,1612,7.48662956
Peru,1613,7.48662956
Peru,1614,7.48662956
Peru,1615,7.48662956
Peru,1616,7.48662956
Peru,1617,7.48662956
Peru,1618,7.48662956
Peru,1619,7.48662956
Peru,1620,7.48662956
Peru,1621,7.48662956
Peru,1622,7.48662956
Peru,1623,7.48662956
Peru,1624,7.48662956
Peru,1625,7.48662956
Peru,1626,7.48662956
Peru,1627,7.48662956
Peru,1628,7.48662956
Peru,1629,7.48662956
Peru,1630,7.48662956
Peru,1631,7.48662956
Peru,1632,7.48662956
Peru,1633,7.48662956
Peru,1634,7.48662956
Peru,1635,7.48662956
Peru,1636,7.48662956
Peru,1637,7.48662956
Peru,1638,7.48662956
Peru,1639,7.48662956
Peru,1640,7.48662956
Peru,1641,7.48662956
Peru,1642,7.48662956
Peru,1643,7.48662956
Peru,1644,7.48662956
Peru,1645,7.48662956
Peru,1646,7.48662956
Peru,1647,7.48662956
Peru,1648,7.48662956
Peru,1649,7.48662956
Peru,1650,7.48662956
Peru,1651,7.48662956
Peru,1652,7.48662956
Peru,1653,7.48662956
Peru,1654,7.48662956
Peru,1655,7.48662956
Peru,1656,7.48662956
Peru,1657,7.48662956
Peru,1658,7.48662956
Peru,1659,7.48662956
Peru,1660,7.48662956
Peru,1661,7.48662956
Peru,1662,7.48662956
Peru,1663,7.48662956
Peru,1664,7.48662956
Peru,1665,7.48662956
Peru,1666,7.48662956
Peru,1667,7.48662956
Peru,1668,7.48662956
Peru,1669,7.48662956
Peru,1670,7.48662956
Peru,1671,7.48662956
Peru,1672,7.48662956
Peru,1673,7.48662956
Peru,1674,7.48662956
Peru,1675,7.48662956
Peru,1676,7.48662956
Peru,1677,7.48662956
Peru,1678,7.48662956
Peru,1679,7.48662956
Peru,1680,7.48662956
Peru,1681,7.48662956
Peru,1682,7.48662956
Peru,1683,7.48662956
Peru,1684,7.48662956
Peru,1685,7.48662956
Peru,1686,7.48662956
Peru,1687,7.48662956
Peru,1688,7.48662956
Peru,1689,7.48662956
Peru,1690,7.48662956
Peru,1691,7.48662956
Peru,1692,7.48662956
Peru,1693,7.48662956
Peru,1694,7.48662956
Peru,1695,7.48662956
Peru,1696,7.48662956
Peru,1697,7.48662956
Peru,1698,7.48662956
Peru,1699,7.48662956
Peru,1700,7.48662956
Peru,1701,6
Peru,1702,6
Peru,1703,6
Peru,1704,6
Peru,1705,6
Peru,1706,6
Peru,1707,6
Peru,1708,6
Peru,1709,6
Peru,1710,6
Peru,1711,6
Peru,1712,6
Peru,1713,6
Peru,1714,6
Peru,1715,6
Peru,1716,6
Peru,1717,6
Peru,1718,6
Peru,1719,6
Peru,1720,6
Peru,1721,6
Peru,1722,6
Peru,1723,6
Peru,1724,6
Peru,1725,6
Peru,1726,6
Peru,1727,6
Peru,1728,6
Peru,1729,6
Peru,1730,6
Peru,1731,6
Peru,1732,6
Peru,1733,6
Peru,1734,6
Peru,1735,6
Peru,1736,6
Peru,1737,6
Peru,1738,6
Peru,1739,6
Peru,1740,6
Peru,1741,6
Peru,1742,6
Peru,1743,6
Peru,1744,6
Peru,1745,6
Peru,1746,6
Peru,1747,6
Peru,1748,6
Peru,1749,6
Peru,1750,6
Peru,1751,6
Peru,1752,6
Peru,1753,6
Peru,1754,6
Peru,1755,6
Peru,1756,6
Peru,1757,6
Peru,1758,6
Peru,1759,6
Peru,1760,6
Peru,1761,6
Peru,1762,6
Peru,1763,6
Peru,1764,6
Peru,1765,6
Peru,1766,6
Peru,1767,6
Peru,1768,6
Peru,1769,6
Peru,1770,6
Peru,1771,6
Peru,1772,6
Peru,1773,6
Peru,1774,6
Peru,1775,6
Peru,1776,6
Peru,1777,6
Peru,1778,6
Peru,1779,6
Peru,1780,6
Peru,1781,6
Peru,1782,6
Peru,1783,6
Peru,1784,6
Peru,1785,6
Peru,1786,6
Peru,1787,6
Peru,1788,6
Peru,1789,6
Peru,1790,6
Peru,1791,6
Peru,1792,6
Peru,1793,6
Peru,1794,6
Peru,1795,6
Peru,1796,6
Peru,1797,6
Peru,1798,6
Peru,1799,6
Philippines,1949,30.90271008
Philippines,1953,8.433368947
Philippines,1954,6.42128435
Philippines,1955,5.539025592
Philippines,1957,6.060096055
Philippines,1959,5.526393695
Philippines,1960,26.00867842
Philippines,1963,19.02587641
Philippines,1964,19.25321701
Philippines,1965,28.28580592
Philippines,1966,21.16354364
Philippines,1968,9.197121998
Philippines,1971,17.77527391
Philippines,1975,50.68019955
Philippines,1976,35.45854192
Philippines,1977,37.41652092
Philippines,1980,24.61710875
Philippines,1981,8.25234199
Philippines,1982,15.66550082
Philippines,1983,11.84285544
Philippines,1984,9.634206082
Philippines,1985,9.392488799
Philippines,1986,13.58430529
Philippines,1987,29.1517731
Philippines,1988,17.26784375
Philippines,1990,17.08463593
Philippines,1991,12.39255542
Philippines,1992,14.94606581
Philippines,1994,17.37977005
Philippines,1995,16.92897347
Philippines,1996,20.27286496
Poland,1500,0
Poland,1501,0
Poland,1502,0
Poland,1503,0.248332013
Poland,1504,0.247778494
Poland,1505,0
Poland,1506,0.246675154
Poland,1507,0.492250656
Poland,1508,0
Poland,1509,0
Poland,1510,0.488966384
Poland,1511,0
Poland,1512,1.216972631
Poland,1513,0.728556038
Poland,1514,0.484621416
Poland,1515,0
Poland,1516,0.482463432
Poland,1517,0
Poland,1518,0.720472587
Poland,1519,1.916977843
Poland,1520,0
Poland,1521,1.66988647
Poland,1522,0.476046966
Poland,1523,0
Poland,1524,0.236963582
Poland,1525,0.236435402
Poland,1526,0
Poland,1527,0.470765145
Poland,1528,0.234857917
Poland,1529,0
Poland,1530,0.467624224
Poland,1531,0.699872871
Poland,1532,0.465541927
Poland,1533,0.232252129
Poland,1534,0.463468903
Poland,1535,0
Poland,1536,0.230702555
Poland,1537,0.460376662
Poland,1538,0.689025759
Poland,1539,0.916653276
Poland,1540,0.685957578
Poland,1541,0.456285743
Poland,1542,0.455268706
Poland,1543,0.908507871
Poland,1544,0
Poland,1545,0.678346764
Poland,1546,0.676834764
Poland,1547,0.225108712
Poland,1548,0.449213912
Poland,1549,0.448212638
Poland,1550,0.223606798
Poland,1551,0.22310839
Poland,1552,0.445222186
Poland,1553,0.444229809
Poland,1554,0.664859466
Poland,1555,0.442251686
Poland,1556,0.44126593
Poland,1557,0.660423557
Poland,1558,0.87860201
Poland,1559,0.219160913
Poland,1560,1.093362074
Poland,1561,0.436370011
Poland,1562,1.088493412
Poland,1563,0.65164033
Poland,1564,0.433458572
Poland,1565,0
Poland,1566,0.431528413
Poland,1567,0
Poland,1568,0
Poland,1569,0.428649277
Poland,1570,2.1384692
Poland,1571,0.426740533
Poland,1572,0
Poland,1573,0.424840288
Poland,1574,0
Poland,1575,0
Poland,1576,0
Poland,1577,0
Poland,1578,1.260379843
Poland,1579,0
Poland,1580,0
Poland,1581,0.417323551
Poland,1582,0
Poland,1583,1.246395718
Poland,1584,2.072695945
Poland,1585,1.654460811
Poland,1586,1.238079828
Poland,1587,1.235320213
Poland,1588,0.821711166
Poland,1589,2.459638845
Poland,1590,1.227078219
Poland,1591,0.816228751
Poland,1592,2.036023548
Poland,1593,2.844079502
Poland,1594,2.026957284
Poland,1595,2.426927162
Poland,1596,2.017931391
Poland,1597,0.402686705
Poland,1598,0.401789138
Poland,1599,0.400893571
Poland,1600,0.4
Poland,1601,0
Poland,1602,0.797088167
Poland,1603,1.193454341
Poland,1604,1.191280399
Poland,1605,0.792740278
Poland,1606,0
Poland,1607,3.159419477
Poland,1608,0.788416105
Poland,1609,1.573959925
Poland,1610,7.855464356
Poland,1611,9.40938624
Poland,1612,11.34896456
Poland,1613,7.812615034
Poland,1614,2.339515179
Poland,1615,16.73598431
Poland,1616,8.935499359
Poland,1617,7.368053666
Poland,1618,10.06423375
Poland,1619,12.36418609
Poland,1620,11.57031005
Poland,1621,10.39431069
Poland,1622,7.685464359
Poland,1623,0.767146487
Poland,1624,6.891741787
Poland,1625,16.43361603
Poland,1626,9.15554305
Poland,1627,5.331005009
Poland,1628,6.84166409
Poland,1629,4.173400994
Poland,1630,6.059343878
Poland,1631,2.646134073
Poland,1632,9.433264271
Poland,1633,8.286151338
Poland,1634,9.39892916
Poland,1635,5.253812759
Poland,1636,6.368008936
Poland,1637,5.608596406
Poland,1638,12.31643609
Poland,1639,11.17636457
Poland,1640,18.96521057
Poland,1641,9.279737453
Poland,1642,11.48591404
Poland,1643,12.94434561
Poland,1644,10.33661342
Poland,1645,22.8465233
Poland,1646,18.02323304
Poland,1647,15.05319413
Poland,1648,10.26150414
Poland,1649,17.92492143
Poland,1650,9.859006035
Poland,1651,10.93449702
Poland,1652,16.73568816
Poland,1653,18.52098615
Poland,1654,10.87485245
Poland,1655,10.85504331
Poland,1656,11.19644594
Poland,1657,11.176051
Poland,1658,15.47402607
Poland,1659,9.339344686
Poland,1660,15.0591526
Poland,1661,13.95802713
Poland,1662,16.07607903
Poland,1663,16.04679558
Poland,1664,13.52594417
Poland,1665,16.69898364
Poland,1666,19.15111785
Poland,1667,3.186038841
Poland,1668,5.653751639
Poland,1669,5.996168836
Poland,1670,7.393539779
Poland,1671,3.865752023
Poland,1672,2.806334796
Poland,1673,4.201834356
Poland,1674,6.99030081
Poland,1675,3.837662178
Poland,1676,1.741214394
Poland,1677,2.433259748
Poland,1678,3.469753475
Poland,1679,5.541493008
Poland,1680,12.09993504
Poland,1681,10.00739818
Poland,1682,8.61135272
Poland,1683,4.813573336
Poland,1684,7.550408092
Poland,1685,9.249530661
Poland,1686,8.548779756
Poland,1687,6.143909535
Poland,1688,3.407065594
Poland,1689,5.441375101
Poland,1690,11.88132606
Poland,1691,3.388481021
Poland,1692,6.764617435
Poland,1693,7.089910082
Poland,1694,4.717996949
Poland,1695,4.373016942
Poland,1696,1.678865867
Poland,1697,6.368069339
Poland,1698,6.356469554
Poland,1699,6.678832524
Poland,1700,4.666666667
Poland,1701,1.993843468
Poland,1702,2.981558831
Poland,1703,7.596084267
Poland,1704,3.292478913
Poland,1705,3.610578165
Poland,1706,3.599463845
Poland,1707,10.76515121
Poland,1708,8.455525564
Poland,1709,4.863171466
Poland,1710,5.494628175
Poland,1711,7.088806673
Poland,1712,4.497172553
Poland,1713,5.44404243
Poland,1714,9.8968124
Poland,1715,7.320193216
Poland,1716,6.345791056
Poland,1717,8.856759833
Poland,1718,5.045426497
Poland,1719,5.973000707
Poland,1720,7.521617965
Poland,1721,12.18500469
Poland,1722,6.22948513
Poland,1723,11.17855641
Poland,1724,7.738990168
Poland,1725,8.332380898
Poland,1726,7.383761434
Poland,1727,8.894580638
Poland,1728,9.478731839
Poland,1729,5.791661995
Poland,1730,8.508807586
Poland,1731,11.81507119
Poland,1732,14.19484511
Poland,1733,22.88270999
Poland,1734,19.51049486
Poland,1735,17.35577399
Poland,1736,20.8821445
Poland,1737,12.78811628
Poland,1738,20.4572982
Poland,1739,18.91647555
Poland,1740,17.38494517
Poland,1741,17.03767664
Poland,1742,21.37796207
Poland,1743,18.68462905
Poland,1744,16.58977233
Poland,1745,14.79778833
Poland,1746,19.09112997
Poland,1747,15.57193287
Poland,1748,16.67392412
Poland,1749,22.64112397
Poland,1750,21.42857143
Poland,1751,19.04688102
Poland,1752,16.12282101
Poland,1753,20.82643845
Poland,1754,28.28275893
Poland,1755,23.6829847
Poland,1756,27.16818933
Poland,1757,12.96431539
Poland,1758,15.64385191
Poland,1759,14.74618612
Poland,1760,15.48737868
Poland,1761,16.49111451
Poland,1762,16.40843338
Poland,1763,17.93201925
Poland,1764,19.70621533
Poland,1765,19.07748458
Poland,1766,18.98183622
Poland,1767,20.98518601
Poland,1768,17.22597776
Poland,1769,11.16671708
Poland,1770,13.43623254
Poland,1771,15.68271007
Poland,1772,22.51080683
Poland,1773,19.59820178
Poland,1774,18.99345069
Poland,1775,23.43379733
Poland,1776,27.07700262
Poland,1777,25.44451129
Poland,1778,27.79899372
Poland,1779,33.33971875
Poland,1780,36.8584046
Poland,1781,37.16258988
Poland,1782,24.32649251
Poland,1783,25.65679895
Poland,1784,28.6589766
Poland,1785,24.20205262
Poland,1786,24.79597998
Poland,1787,32.50016871
Poland,1788,35.6417571
Poland,1789,29.12198371
Poland,1790,28.2749438
Poland,1791,28.13318234
Poland,1792,26.14141218
Poland,1793,27.85178809
Poland,1794,28.62825227
Poland,1795,23.24353106
Poland,1796,20.85964298
Poland,1797,25.49262737
Poland,1798,27.1605547
Poland,1799,25.90767049
Poland,1800,30.22222222
Poland,1900,121.2121212
Poland,1937,258.9717775
Poland,1946,131.8919821
Poland,1947,180.6269487
Poland,1949,188.5292913
Poland,1950,210.1998066
Poland,1951,258.13204
Poland,1952,257.7480754
Poland,1953,251.0939213
Poland,1955,264.4681607
Poland,1957,228.2245806
Poland,1958,214.0623414
Poland,1959,226.8429005
Poland,1960,246.8752621
Poland,1961,240.969088
Poland,1962,236.138821
Poland,1963,239.1550069
Poland,1964,266.66219
Poland,1965,272.1803646
Poland,1966,285.4558998
Poland,1967,304.9830019
Poland,1968,292.2133493
Poland,1969,291.5970485
Poland,1970,308.6146467
Poland,1971,318.5996868
Poland,1972,325.6703444
Poland,1973,322.3412971
